+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
+------------------------------------------------+
|               861 |  1 |       NEW |     READY |
|               861 |  1 |     READY |   RUNNING |
|               895 |  2 |       NEW |     READY |
|              1220 |  1 |   RUNNING |   WAITING |
|              1221 |  2 |     READY |   RUNNING |
|              1313 |  1 |   WAITING |     READY |
|              1313 |  2 |   RUNNING |     READY |
|              1314 |  1 |     READY |   RUNNING |
|              1673 |  1 |   RUNNING |   WAITING |
|              1674 |  2 |     READY |   RUNNING |
|              1766 |  1 |   WAITING |     READY |
|              1766 |  2 |   RUNNING |     READY |
|              1767 |  1 |     READY |   RUNNING |
|              2126 |  1 |   RUNNING |   WAITING |
|              2127 |  2 |     READY |   RUNNING |
|              2219 |  1 |   WAITING |     READY |
|              2219 |  2 |   RUNNING |     READY |
|              2220 |  1 |     READY |   RUNNING |
|              2579 |  1 |   RUNNING |   WAITING |
|              2580 |  2 |     READY |   RUNNING |
|              2655 |  2 |   RUNNING |   WAITING |
|              2672 |  1 |   WAITING |     READY |
|              2672 |  1 |     READY |   RUNNING |
|              2747 |  2 |   WAITING |     READY |
|              3031 |  1 |   RUNNING |   WAITING |
|              3032 |  2 |     READY |   RUNNING |
|              3124 |  1 |   WAITING |     READY |
|              3124 |  2 |   RUNNING |     READY |
|              3125 |  1 |     READY |   RUNNING |
|              3484 |  1 |   RUNNING |   WAITING |
|              3485 |  2 |     READY |   RUNNING |
|              3577 |  1 |   WAITING |     READY |
|              3577 |  2 |   RUNNING |     READY |
|              3578 |  1 |     READY |   RUNNING |
|              3937 |  1 |   RUNNING |   WAITING |
|              3938 |  2 |     READY |   RUNNING |
|              4030 |  1 |   WAITING |     READY |
|              4030 |  2 |   RUNNING |     READY |
|              4031 |  1 |     READY |   RUNNING |
|              4390 |  1 |   RUNNING |   WAITING |
|              4391 |  2 |     READY |   RUNNING |
|              4466 |  2 |   RUNNING |   WAITING |
|              4483 |  1 |   WAITING |     READY |
|              4483 |  1 |     READY |   RUNNING |
|              4558 |  2 |   WAITING |     READY |
|              4842 |  1 |   RUNNING |   WAITING |
|              4843 |  2 |     READY |   RUNNING |
|              4935 |  1 |   WAITING |     READY |
|              4935 |  2 |   RUNNING |     READY |
|              4936 |  1 |     READY |   RUNNING |
|              5067 |  1 |   RUNNING |TERMINATED |
|              5068 |  2 |     READY |   RUNNING |
|              5329 |  2 |   RUNNING |   WAITING |
|              5421 |  2 |   WAITING |     READY |
|              5421 |  2 |     READY |   RUNNING |
|              5775 |  2 |   RUNNING |   WAITING |
|              5867 |  2 |   WAITING |     READY |
|              5867 |  2 |     READY |   RUNNING |
|              6221 |  2 |   RUNNING |   WAITING |
|              6313 |  2 |   WAITING |     READY |
|              6313 |  2 |     READY |   RUNNING |
|              6667 |  2 |   RUNNING |   WAITING |
|              6759 |  2 |   WAITING |     READY |
|              6759 |  2 |     READY |   RUNNING |
|              7113 |  2 |   RUNNING |   WAITING |
|              7205 |  2 |   WAITING |     READY |
|              7205 |  2 |     READY |   RUNNING |
|              7559 |  2 |   RUNNING |   WAITING |
|              7651 |  2 |   WAITING |     READY |
|              7651 |  2 |     READY |   RUNNING |
|              8005 |  2 |   RUNNING |   WAITING |
|              8097 |  2 |   WAITING |     READY |
|              8097 |  2 |     READY |   RUNNING |
|              8451 |  2 |   RUNNING |   WAITING |
|              8543 |  2 |   WAITING |     READY |
|              8543 |  2 |     READY |   RUNNING |
|              8897 |  2 |   RUNNING |   WAITING |
|              8989 |  2 |   WAITING |     READY |
|              8989 |  2 |     READY |   RUNNING |
|              9343 |  2 |   RUNNING |   WAITING |
|              9435 |  2 |   WAITING |     READY |
|              9435 |  2 |     READY |   RUNNING |
|              9789 |  2 |   RUNNING |   WAITING |
|              9881 |  2 |   WAITING |     READY |
|              9881 |  2 |     READY |   RUNNING |
|              9994 |  2 |   RUNNING |TERMINATED |
+------------------------------------------------+
