+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
+------------------------------------------------+
|               855 |  1 |       NEW |     READY |
|               855 |  1 |     READY |   RUNNING |
|               954 |  1 |   RUNNING |     READY |
|               955 |  1 |     READY |   RUNNING |
|              1054 |  1 |   RUNNING |     READY |
|              1055 |  1 |     READY |   RUNNING |
|              1154 |  1 |   RUNNING |     READY |
|              1155 |  1 |     READY |   RUNNING |
|              1204 |  1 |   RUNNING |   WAITING |
|              1390 |  1 |   WAITING |     READY |
|              1390 |  1 |     READY |   RUNNING |
|              1489 |  1 |   RUNNING |     READY |
|              1490 |  1 |     READY |   RUNNING |
|              1589 |  1 |   RUNNING |     READY |
|              1590 |  1 |     READY |   RUNNING |
|              1674 |  2 |       NEW |     READY |
|              1689 |  1 |   RUNNING |     READY |
|              1690 |  2 |     READY |   RUNNING |
|              1789 |  2 |   RUNNING |     READY |
|              1790 |  1 |     READY |   RUNNING |
|              1839 |  1 |   RUNNING |   WAITING |
|              1840 |  2 |     READY |   RUNNING |
|              1939 |  2 |   RUNNING |     READY |
|              1940 |  2 |     READY |   RUNNING |
|              2025 |  1 |   WAITING |     READY |
|              2039 |  2 |   RUNNING |     READY |
|              2040 |  1 |     READY |   RUNNING |
|              2139 |  1 |   RUNNING |     READY |
|              2140 |  2 |     READY |   RUNNING |
|              2239 |  2 |   RUNNING |     READY |
|              2240 |  1 |     READY |   RUNNING |
|              2339 |  1 |   RUNNING |     READY |
|              2340 |  2 |     READY |   RUNNING |
|              2377 |  3 |       NEW |     READY |
|              2439 |  2 |   RUNNING |     READY |
|              2440 |  1 |     READY |   RUNNING |
|              2539 |  1 |   RUNNING |     READY |
|              2540 |  3 |     READY |   RUNNING |
|              2639 |  3 |   RUNNING |     READY |
|              2640 |  2 |     READY |   RUNNING |
|              2739 |  2 |   RUNNING |     READY |
|              2740 |  1 |     READY |   RUNNING |
|              2784 |  4 |       NEW |     READY |
|              2789 |  1 |   RUNNING |   WAITING |
|              2790 |  3 |     READY |   RUNNING |
|              2889 |  3 |   RUNNING |     READY |
|              2890 |  2 |     READY |   RUNNING |
|              2975 |  1 |   WAITING |     READY |
|              2989 |  2 |   RUNNING |     READY |
|              2990 |  4 |     READY |   RUNNING |
|              3089 |  4 |   RUNNING |     READY |
|              3090 |  3 |     READY |   RUNNING |
|              3189 |  3 |   RUNNING |     READY |
|              3190 |  1 |     READY |   RUNNING |
|              3289 |  1 |   RUNNING |     READY |
|              3290 |  2 |     READY |   RUNNING |
|              3389 |  2 |   RUNNING |     READY |
|              3390 |  4 |     READY |   RUNNING |
|              3489 |  4 |   RUNNING |     READY |
|              3490 |  3 |     READY |   RUNNING |
|              3571 |  3 |   RUNNING |   WAITING |
|              3572 |  1 |     READY |   RUNNING |
|              3671 |  1 |   RUNNING |     READY |
|              3672 |  2 |     READY |   RUNNING |
|              3753 |  3 |   WAITING |     READY |
|              3771 |  2 |   RUNNING |     READY |
|              3772 |  4 |     READY |   RUNNING |
|              3871 |  4 |   RUNNING |     READY |
|              3872 |  1 |     READY |   RUNNING |
|              3971 |  1 |   RUNNING |     READY |
|              3972 |  3 |     READY |   RUNNING |
|              4071 |  3 |   RUNNING |     READY |
|              4072 |  2 |     READY |   RUNNING |
|              4171 |  2 |   RUNNING |     READY |
|              4172 |  4 |     READY |   RUNNING |
|              4271 |  4 |   RUNNING |     READY |
|              4272 |  1 |     READY |   RUNNING |
|              4321 |  1 |   RUNNING |   WAITING |
|              4322 |  3 |     READY |   RUNNING |
|              4421 |  3 |   RUNNING |     READY |
|              4422 |  2 |     READY |   RUNNING |
|              4507 |  1 |   WAITING |     READY |
|              4521 |  2 |   RUNNING |     READY |
|              4522 |  4 |     READY |   RUNNING |
|              4621 |  4 |   RUNNING |     READY |
|              4622 |  3 |     READY |   RUNNING |
|              4721 |  3 |   RUNNING |     READY |
|              4722 |  1 |     READY |   RUNNING |
|              4821 |  1 |   RUNNING |     READY |
|              4822 |  2 |     READY |   RUNNING |
|              4921 |  2 |   RUNNING |     READY |
|              4922 |  4 |     READY |   RUNNING |
|              4970 |  4 |   RUNNING |   WAITING |
|              4971 |  3 |     READY |   RUNNING |
|              5052 |  3 |   RUNNING |   WAITING |
|              5053 |  1 |     READY |   RUNNING |
|              5105 |  4 |   WAITING |     READY |
|              5152 |  1 |   RUNNING |     READY |
|              5153 |  2 |     READY |   RUNNING |
|              5234 |  3 |   WAITING |     READY |
|              5252 |  2 |   RUNNING |     READY |
|              5253 |  4 |     READY |   RUNNING |
|              5352 |  4 |   RUNNING |     READY |
|              5353 |  1 |     READY |   RUNNING |
|              5452 |  1 |   RUNNING |     READY |
|              5453 |  3 |     READY |   RUNNING |
|              5552 |  3 |   RUNNING |     READY |
|              5553 |  2 |     READY |   RUNNING |
|              5652 |  2 |   RUNNING |     READY |
|              5653 |  4 |     READY |   RUNNING |
|              5752 |  4 |   RUNNING |     READY |
|              5753 |  1 |     READY |   RUNNING |
|              5802 |  1 |   RUNNING |   WAITING |
|              5803 |  3 |     READY |   RUNNING |
|              5902 |  3 |   RUNNING |     READY |
|              5903 |  2 |     READY |   RUNNING |
|              5988 |  1 |   WAITING |     READY |
|              6002 |  2 |   RUNNING |     READY |
|              6003 |  4 |     READY |   RUNNING |
|              6102 |  4 |   RUNNING |     READY |
|              6103 |  3 |     READY |   RUNNING |
|              6202 |  3 |   RUNNING |     READY |
|              6203 |  1 |     READY |   RUNNING |
|              6302 |  1 |   RUNNING |     READY |
|              6303 |  2 |     READY |   RUNNING |
|              6402 |  2 |   RUNNING |     READY |
|              6403 |  4 |     READY |   RUNNING |
|              6502 |  4 |   RUNNING |     READY |
|              6503 |  3 |     READY |   RUNNING |
|              6584 |  3 |   RUNNING |   WAITING |
|              6585 |  1 |     READY |   RUNNING |
|              6684 |  1 |   RUNNING |     READY |
|              6685 |  2 |     READY |   RUNNING |
|              6766 |  3 |   WAITING |     READY |
|              6784 |  2 |   RUNNING |     READY |
|              6785 |  4 |     READY |   RUNNING |
|              6884 |  4 |   RUNNING |     READY |
|              6885 |  1 |     READY |   RUNNING |
|              6984 |  1 |   RUNNING |     READY |
|              6985 |  3 |     READY |   RUNNING |
|              7084 |  3 |   RUNNING |     READY |
|              7085 |  2 |     READY |   RUNNING |
|              7184 |  2 |   RUNNING |     READY |
|              7185 |  4 |     READY |   RUNNING |
|              7233 |  4 |   RUNNING |   WAITING |
|              7234 |  1 |     READY |   RUNNING |
|              7283 |  1 |   RUNNING |   WAITING |
|              7284 |  3 |     READY |   RUNNING |
|              7368 |  4 |   WAITING |     READY |
|              7383 |  3 |   RUNNING |     READY |
|              7384 |  2 |     READY |   RUNNING |
|              7469 |  1 |   WAITING |     READY |
|              7483 |  2 |   RUNNING |     READY |
|              7484 |  4 |     READY |   RUNNING |
|              7583 |  4 |   RUNNING |     READY |
|              7584 |  3 |     READY |   RUNNING |
|              7683 |  3 |   RUNNING |     READY |
|              7684 |  1 |     READY |   RUNNING |
|              7783 |  1 |   RUNNING |     READY |
|              7784 |  2 |     READY |   RUNNING |
|              7883 |  2 |   RUNNING |     READY |
|              7884 |  4 |     READY |   RUNNING |
|              7983 |  4 |   RUNNING |     READY |
|              7984 |  3 |     READY |   RUNNING |
|              8065 |  3 |   RUNNING |   WAITING |
|              8066 |  1 |     READY |   RUNNING |
|              8165 |  1 |   RUNNING |     READY |
|              8166 |  2 |     READY |   RUNNING |
|              8247 |  3 |   WAITING |     READY |
|              8265 |  2 |   RUNNING |     READY |
|              8266 |  4 |     READY |   RUNNING |
|              8365 |  4 |   RUNNING |     READY |
|              8366 |  1 |     READY |   RUNNING |
|              8465 |  1 |   RUNNING |     READY |
|              8466 |  3 |     READY |   RUNNING |
|              8565 |  3 |   RUNNING |     READY |
|              8566 |  2 |     READY |   RUNNING |
|              8665 |  2 |   RUNNING |     READY |
|              8666 |  4 |     READY |   RUNNING |
|              8765 |  4 |   RUNNING |     READY |
|              8766 |  1 |     READY |   RUNNING |
|              8815 |  1 |   RUNNING |   WAITING |
|              8816 |  3 |     READY |   RUNNING |
|              8915 |  3 |   RUNNING |     READY |
|              8916 |  2 |     READY |   RUNNING |
|              9001 |  1 |   WAITING |     READY |
|              9015 |  2 |   RUNNING |     READY |
|              9016 |  4 |     READY |   RUNNING |
|              9115 |  4 |   RUNNING |     READY |
|              9116 |  3 |     READY |   RUNNING |
|              9215 |  3 |   RUNNING |     READY |
|              9216 |  1 |     READY |   RUNNING |
|              9315 |  1 |   RUNNING |     READY |
|              9316 |  2 |     READY |   RUNNING |
|              9415 |  2 |   RUNNING |     READY |
|              9416 |  4 |     READY |   RUNNING |
|              9464 |  4 |   RUNNING |   WAITING |
|              9465 |  3 |     READY |   RUNNING |
|              9546 |  3 |   RUNNING |   WAITING |
|              9547 |  1 |     READY |   RUNNING |
|              9599 |  4 |   WAITING |     READY |
|              9646 |  1 |   RUNNING |     READY |
|              9647 |  2 |     READY |   RUNNING |
