+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
+------------------------------------------------+
|               982 |  1 |       NEW |     READY |
|               982 |  1 |     READY |   RUNNING |
|              1081 |  1 |   RUNNING |     READY |
|              1082 |  1 |     READY |   RUNNING |
|              1166 |  2 |       NEW |     READY |
|              1181 |  1 |   RUNNING |     READY |
|              1182 |  2 |     READY |   RUNNING |
|              1281 |  2 |   RUNNING |     READY |
|              1282 |  1 |     READY |   RUNNING |
|              1381 |  1 |   RUNNING |     READY |
|              1382 |  2 |     READY |   RUNNING |
|              1481 |  2 |   RUNNING |     READY |
|              1482 |  1 |     READY |   RUNNING |
|              1581 |  1 |   RUNNING |     READY |
|              1582 |  2 |     READY |   RUNNING |
|              1681 |  2 |   RUNNING |     READY |
|              1682 |  1 |     READY |   RUNNING |
|              1781 |  1 |   RUNNING |     READY |
|              1782 |  2 |     READY |   RUNNING |
|              1816 |  3 |       NEW |     READY |
|              1881 |  2 |   RUNNING |     READY |
|              1882 |  1 |     READY |   RUNNING |
|              1923 |  1 |   RUNNING |   WAITING |
|              1924 |  3 |     READY |   RUNNING |
|              2023 |  3 |   RUNNING |     READY |
|              2024 |  2 |     READY |   RUNNING |
|              2041 |  1 |   WAITING |     READY |
|              2123 |  2 |   RUNNING |     READY |
|              2124 |  3 |     READY |   RUNNING |
|              2223 |  3 |   RUNNING |     READY |
|              2224 |  1 |     READY |   RUNNING |
|              2323 |  1 |   RUNNING |     READY |
|              2324 |  2 |     READY |   RUNNING |
|              2423 |  2 |   RUNNING |     READY |
|              2424 |  3 |     READY |   RUNNING |
|              2523 |  3 |   RUNNING |     READY |
|              2524 |  1 |     READY |   RUNNING |
|              2623 |  1 |   RUNNING |     READY |
|              2624 |  2 |     READY |   RUNNING |
|              2723 |  2 |   RUNNING |     READY |
|              2724 |  3 |     READY |   RUNNING |
|              2823 |  3 |   RUNNING |     READY |
|              2824 |  1 |     READY |   RUNNING |
|              2923 |  1 |   RUNNING |     READY |
|              2924 |  2 |     READY |   RUNNING |
|              3023 |  2 |   RUNNING |     READY |
|              3024 |  3 |     READY |   RUNNING |
|              3123 |  3 |   RUNNING |     READY |
|              3124 |  1 |     READY |   RUNNING |
|              3223 |  1 |   RUNNING |     READY |
|              3224 |  2 |     READY |   RUNNING |
|              3323 |  2 |   RUNNING |     READY |
|              3324 |  3 |     READY |   RUNNING |
|              3423 |  3 |   RUNNING |     READY |
|              3424 |  1 |     READY |   RUNNING |
|              3523 |  1 |   RUNNING |     READY |
|              3524 |  2 |     READY |   RUNNING |
|              3594 |  2 |   RUNNING |   WAITING |
|              3595 |  3 |     READY |   RUNNING |
|              3694 |  2 |   WAITING |     READY |
|              3694 |  3 |   RUNNING |     READY |
|              3695 |  1 |     READY |   RUNNING |
|              3736 |  1 |   RUNNING |   WAITING |
|              3737 |  2 |     READY |   RUNNING |
|              3836 |  2 |   RUNNING |     READY |
|              3837 |  3 |     READY |   RUNNING |
|              3854 |  1 |   WAITING |     READY |
|              3936 |  3 |   RUNNING |     READY |
|              3937 |  2 |     READY |   RUNNING |
|              4036 |  2 |   RUNNING |     READY |
|              4037 |  1 |     READY |   RUNNING |
|              4136 |  1 |   RUNNING |     READY |
|              4137 |  3 |     READY |   RUNNING |
|              4236 |  3 |   RUNNING |     READY |
|              4237 |  2 |     READY |   RUNNING |
|              4336 |  2 |   RUNNING |     READY |
|              4337 |  1 |     READY |   RUNNING |
|              4436 |  1 |   RUNNING |     READY |
|              4437 |  3 |     READY |   RUNNING |
|              4536 |  3 |   RUNNING |     READY |
|              4537 |  2 |     READY |   RUNNING |
|              4636 |  2 |   RUNNING |     READY |
|              4637 |  1 |     READY |   RUNNING |
